,date,symbol,open,close,low,high,volume,eps,pe,yield1,yield3,yield6,yield12,ma50,ma200,ma300,rec,term
32,2014-01-06,ATVI,18.379999,18.08,18.07,18.549999,5989200.0,1.14,15.859649122807017,8.523409363745486,1.4021312394840066,19.497686715135472,56.94444444444443,17.409696969696974,16.73753623188405,16.050000000000004,0,12
33,2014-01-07,ABBV,50.84,50.490002,50.299999,51.209999,9719900.0,1.11,45.486488288288285,-3.5898358523932643,8.979062854346537,13.155542652522257,48.10795541214432,51.01235261764707,46.68572457971013,45.44923071634615,0,3
34,2014-01-07,ABBV,50.84,50.490002,50.299999,51.209999,9719900.0,1.11,45.486488288288285,-3.5898358523932643,8.979062854346537,13.155542652522257,48.10795541214432,51.01235261764707,46.68572457971013,45.44923071634615,0,6
35,2014-01-07,ABBV,50.84,50.490002,50.299999,51.209999,9719900.0,1.11,45.486488288288285,-3.5898358523932643,8.979062854346537,13.155542652522257,48.10795541214432,51.01235261764707,46.68572457971013,45.44923071634615,0,12
36,2014-01-07,ABT,39.23,38.849998,38.740002,39.349998,8329300.0,1.5,25.899998666666665,6.730757871936376,14.26469999999999,9.49830326944759,16.45682504625823,37.85588220588235,36.02123178985507,36.140240259615396,0,3
37,2014-01-07,ABT,39.23,38.849998,38.740002,39.349998,8329300.0,1.5,25.899998666666665,6.730757871936376,14.26469999999999,9.49830326944759,16.45682504625823,37.85588220588235,36.02123178985507,36.140240259615396,0,6
38,2014-01-07,ABT,39.23,38.849998,38.740002,39.349998,8329300.0,1.5,25.899998666666665,6.730757871936376,14.26469999999999,9.49830326944759,16.45682504625823,37.85588220588235,36.02123178985507,36.140240259615396,0,12
39,2014-01-07,ATVI,18.200001,18.32,18.01,18.370001,5114400.0,1.14,16.070175438596493,9.24269528920692,2.748177229388688,21.083939193654984,59.30434782608697,17.436470588235302,16.76971014492753,16.066634615384626,0,3
40,2014-01-07,ATVI,18.200001,18.32,18.01,18.370001,5114400.0,1.14,16.070175438596493,9.24269528920692,2.748177229388688,21.083939193654984,59.30434782608697,17.436470588235302,16.76971014492753,16.066634615384626,0,6
41,2014-01-07,ATVI,18.200001,18.32,18.01,18.370001,5114400.0,1.14,16.070175438596493,9.24269528920692,2.748177229388688,21.083939193654984,59.30434782608697,17.436470588235302,16.76971014492753,16.066634615384626,0,12
42,2014-01-08,ABBV,50.630001,50.360001,50.240002,51.110001,6811100.0,1.11,45.369370270270274,-5.639868945847268,8.698464981719624,12.86419123406975,47.726608976239355,51.05617620588235,46.74181155072464,45.51264419230768,0,3
43,2014-01-08,ABBV,50.630001,50.360001,50.240002,51.110001,6811100.0,1.11,45.369370270270274,-5.639868945847268,8.698464981719624,12.86419123406975,47.726608976239355,51.05617620588235,46.74181155072464,45.51264419230768,0,6
44,2014-01-08,ABBV,50.630001,50.360001,50.240002,51.110001,6811100.0,1.11,45.369370270270274,-5.639868945847268,8.698464981719624,12.86419123406975,47.726608976239355,51.05617620588235,46.74181155072464,45.51264419230768,0,12
45,2014-01-08,ABT,38.849998,39.200001,38.720001,39.220001,6140700.0,1.5,26.133334,7.309066720751915,15.294120588235288,10.484782976324695,17.505994679076878,37.89294108823529,36.04746366666666,36.160384504807695,0,3
46,2014-01-08,ABT,38.849998,39.200001,38.720001,39.220001,6140700.0,1.5,26.133334,7.309066720751915,15.294120588235288,10.484782976324695,17.505994679076878,37.89294108823529,36.04746366666666,36.160384504807695,0,6
47,2014-01-08,ABT,38.849998,39.200001,38.720001,39.220001,6140700.0,1.5,26.133334,7.309066720751915,15.294120588235288,10.484782976324695,17.505994679076878,37.89294108823529,36.04746366666666,36.160384504807695,0,12
48,2014-01-08,ATVI,18.32,18.34,18.08,18.43,5520400.0,1.14,16.087719298245617,9.557945041816012,2.860347728547396,21.21612690019828,59.47826086956522,17.460588235294125,16.804420289855067,16.08278846153847,0,3
49,2014-01-08,ATVI,18.32,18.34,18.08,18.43,5520400.0,1.14,16.087719298245617,9.557945041816012,2.860347728547396,21.21612690019828,59.47826086956522,17.460588235294125,16.804420289855067,16.08278846153847,0,6
50,2014-01-08,ATVI,18.32,18.34,18.08,18.43,5520400.0,1.14,16.087719298245617,9.557945041816012,2.860347728547396,21.21612690019828,59.47826086956522,17.460588235294125,16.804420289855067,16.08278846153847,0,12
51,2014-01-09,ABBV,50.59,51.220001,49.869999,51.650002,6960300.0,1.11,46.14414504504504,-4.028476747769844,11.154511234613237,16.913946201462096,50.2493429158111,51.137352735294115,46.774028741007186,45.57831726923076,0,3
52,2014-01-09,ABBV,50.59,51.220001,49.869999,51.650002,6960300.0,1.11,46.14414504504504,-4.028476747769844,11.154511234613237,16.913946201462096,50.2493429158111,51.137352735294115,46.774028741007186,45.57831726923076,0,6
53,2014-01-09,ABBV,50.59,51.220001,49.869999,51.650002,6960300.0,1.11,46.14414504504504,-4.028476747769844,11.154511234613237,16.913946201462096,50.2493429158111,51.137352735294115,46.774028741007186,45.57831726923076,0,12
54,2014-01-09,ABT,39.27,39.27,38.970001,39.34,4996800.0,1.5,26.180000000000003,7.500687311817344,16.493625526360916,9.999996918767607,17.715823809477698,37.909411705882356,36.07064738129496,36.180240278846156,0,3
55,2014-01-09,ABT,39.27,39.27,38.970001,39.34,4996800.0,1.5,26.180000000000003,7.500687311817344,16.493625526360916,9.999996918767607,17.715823809477698,37.909411705882356,36.07064738129496,36.180240278846156,0,6
56,2014-01-09,ABT,39.27,39.27,38.970001,39.34,4996800.0,1.5,26.180000000000003,7.500687311817344,16.493625526360916,9.999996918767607,17.715823809477698,37.909411705882356,36.07064738129496,36.180240278846156,0,12
57,2014-01-09,ATVI,18.41,18.299999,18.280001,18.450001,4005100.0,1.14,16.052630701754392,9.318990442054966,3.0405349099098933,21.19204635761589,59.130426086956504,17.502058823529413,16.815179848920852,16.098509610576933,0,3
58,2014-01-09,ATVI,18.41,18.299999,18.280001,18.450001,4005100.0,1.14,16.052630701754392,9.318990442054966,3.0405349099098933,21.19204635761589,59.130426086956504,17.502058823529413,16.815179848920852,16.098509610576933,0,6
59,2014-01-09,ATVI,18.41,18.299999,18.280001,18.450001,4005100.0,1.14,16.052630701754392,9.318990442054966,3.0405349099098933,21.19204635761589,59.130426086956504,17.502058823529413,16.815179848920852,16.098509610576933,0,12
60,2014-01-10,ABBV,51.27,50.900002,50.759998,51.490002,5517700.0,1.11,45.85585765765765,-4.628062668691442,8.159797956655384,15.787086346385053,47.109840873401225,51.22411747058825,46.80349997857142,45.63793266346154,0,3
61,2014-01-10,ABBV,51.27,50.900002,50.759998,51.490002,5517700.0,1.11,45.85585765765765,-4.628062668691442,8.159797956655384,15.787086346385053,47.109840873401225,51.22411747058825,46.80349997857142,45.63793266346154,0,6
62,2014-01-10,ABBV,51.27,50.900002,50.759998,51.490002,5517700.0,1.11,45.85585765765765,-4.628062668691442,8.159797956655384,15.787086346385053,47.109840873401225,51.22411747058825,46.80349997857142,45.63793266346154,0,12
63,2014-01-10,ABT,39.27,39.57,39.110001,39.630001,6360500.0,1.5,26.38,8.321930148424045,10.222835085078813,10.469011725293127,19.836462749848565,37.95029405882352,36.095642757142855,36.20634605288462,0,3
64,2014-01-10,ABT,39.27,39.57,39.110001,39.630001,6360500.0,1.5,26.38,8.321930148424045,10.222835085078813,10.469011725293127,19.836462749848565,37.95029405882352,36.095642757142855,36.20634605288462,0,6
65,2014-01-10,ABT,39.27,39.57,39.110001,39.630001,6360500.0,1.5,26.38,8.321930148424045,10.222835085078813,10.469011725293127,19.836462749848565,37.95029405882352,36.095642757142855,36.20634605288462,0,12
66,2014-01-10,ATVI,18.379999,18.18,18.030001,18.389999,3943300.0,1.14,15.947368421052632,8.60215053763443,4.965357967667443,19.05697445972495,57.13050993949872,17.530882323529415,16.824928564285702,16.115480764423086,0,3
67,2014-01-10,ATVI,18.379999,18.18,18.030001,18.389999,3943300.0,1.14,15.947368421052632,8.60215053763443,4.965357967667443,19.05697445972495,57.13050993949872,17.530882323529415,16.824928564285702,16.115480764423086,0,6
68,2014-01-10,ATVI,18.379999,18.18,18.030001,18.389999,3943300.0,1.14,15.947368421052632,8.60215053763443,4.965357967667443,19.05697445972495,57.13050993949872,17.530882323529415,16.824928564285702,16.115480764423086,0,12
69,2014-01-13,ABBV,50.66,49.830002,49.639999,50.740002,7055200.0,1.11,44.89189369369369,-5.3201576036451135,3.0610218432687475,10.807206786586464,33.52090568060021,51.33151506060607,46.91608694202898,45.6940384423077,0,3
70,2014-01-13,ABBV,50.66,49.830002,49.639999,50.740002,7055200.0,1.11,44.89189369369369,-5.3201576036451135,3.0610218432687475,10.807206786586464,33.52090568060021,51.33151506060607,46.91608694202898,45.6940384423077,0,6
71,2014-01-13,ABBV,50.66,49.830002,49.639999,50.740002,7055200.0,1.11,44.89189369369369,-5.3201576036451135,3.0610218432687475,10.807206786586464,33.52090568060021,51.33151506060607,46.91608694202898,45.6940384423077,0,12
72,2014-01-13,ABT,39.110001,39.110001,39.060001,39.669998,12136000.0,1.5,26.073334000000006,2.839868599523257,6.104177805095559,9.245815900721126,19.456318298331183,37.97272724242424,36.13637671739129,36.23350952403847,0,3
73,2014-01-13,ABT,39.110001,39.110001,39.060001,39.669998,12136000.0,1.5,26.073334000000006,2.839868599523257,6.104177805095559,9.245815900721126,19.456318298331183,37.97272724242424,36.13637671739129,36.23350952403847,0,6
74,2014-01-13,ABT,39.110001,39.110001,39.060001,39.669998,12136000.0,1.5,26.073334000000006,2.839868599523257,6.104177805095559,9.245815900721126,19.456318298331183,37.97272724242424,36.13637671739129,36.23350952403847,0,12
75,2014-01-13,ATVI,18.02,17.870001000000006,17.780001000000006,18.27,4577400.0,1.14,15.675439473684216,1.1891336353341018,2.3482361024190372,17.953801980198023,57.30634683098594,17.556363666666662,16.901086956521734,16.1323076923077,0,3
76,2014-01-13,ATVI,18.02,17.870001000000006,17.780001000000006,18.27,4577400.0,1.14,15.675439473684216,1.1891336353341018,2.3482361024190372,17.953801980198023,57.30634683098594,17.556363666666662,16.901086956521734,16.1323076923077,0,6
77,2014-01-13,ATVI,18.02,17.870001000000006,17.780001000000006,18.27,4577400.0,1.14,15.675439473684216,1.1891336353341018,2.3482361024190372,17.953801980198023,57.30634683098594,17.556363666666662,16.901086956521734,16.1323076923077,0,12
78,2014-01-14,ABBV,49.939999,50.599998,49.630001,50.880001,6610800.0,1.11,45.58558378378378,-3.7839931545921384,4.6535679277587585,12.519450466545448,38.934653428591616,51.30999985294118,46.97021735507245,45.75288458173078,0,3
79,2014-01-14,ABBV,49.939999,50.599998,49.630001,50.880001,6610800.0,1.11,45.58558378378378,-3.7839931545921384,4.6535679277587585,12.519450466545448,38.934653428591616,51.30999985294118,46.97021735507245,45.75288458173078,0,6
80,2014-01-14,ABBV,49.939999,50.599998,49.630001,50.880001,6610800.0,1.11,45.58558378378378,-3.7839931545921384,4.6535679277587585,12.519450466545448,38.934653428591616,51.30999985294118,46.97021735507245,45.75288458173078,0,12
81,2014-01-14,ABT,39.299999,39.57,39.07,39.59,6570300.0,1.5,26.38,4.5718816067653165,7.352140332280513,10.53072934443378,20.273548919541103,38.01970585294117,36.16688395652172,36.262499903846155,0,3
82,2014-01-14,ABT,39.299999,39.57,39.07,39.59,6570300.0,1.5,26.38,4.5718816067653165,7.352140332280513,10.53072934443378,20.273548919541103,38.01970585294117,36.16688395652172,36.262499903846155,0,6
83,2014-01-14,ABT,39.299999,39.57,39.07,39.59,6570300.0,1.5,26.38,4.5718816067653165,7.352140332280513,10.53072934443378,20.273548919541103,38.01970585294117,36.16688395652172,36.262499903846155,0,12
84,2014-01-14,ATVI,17.780001000000006,17.49,17.15,17.780001000000006,10833400.0,1.14,15.342105263157894,-2.126474419335537,0.1718270430599631,15.445544554455438,53.42105263157893,17.554411794117645,16.926086956521733,16.149038461538467,0,3
85,2014-01-14,ATVI,17.780001000000006,17.49,17.15,17.780001000000006,10833400.0,1.14,15.342105263157894,-2.126474419335537,0.1718270430599631,15.445544554455438,53.42105263157893,17.554411794117645,16.926086956521733,16.149038461538467,0,6
86,2014-01-14,ATVI,17.780001000000006,17.49,17.15,17.780001000000006,10833400.0,1.14,15.342105263157894,-2.126474419335537,0.1718270430599631,15.445544554455438,53.42105263157893,17.554411794117645,16.926086956521733,16.149038461538467,0,12
87,2014-01-15,ABBV,50.650002,50.110001,50.07,50.669998,4728400.0,1.11,45.14414504504504,-4.697605374758254,3.6401304504707634,11.42984186280094,37.5892469845825,51.35999988235295,47.0337680869565,45.806009581730784,0,3
88,2014-01-15,ABBV,50.650002,50.110001,50.07,50.669998,4728400.0,1.11,45.14414504504504,-4.697605374758254,3.6401304504707634,11.42984186280094,37.5892469845825,51.35999988235295,47.0337680869565,45.806009581730784,0,6
89,2014-01-15,ABBV,50.650002,50.110001,50.07,50.669998,4728400.0,1.11,45.14414504504504,-4.697605374758254,3.6401304504707634,11.42984186280094,37.5892469845825,51.35999988235295,47.0337680869565,45.806009581730784,0,12
90,2014-01-15,ABT,39.599998,39.529999,39.25,39.619999,5279000.0,1.5,26.353332666666667,2.8355880030069613,7.24361890277754,10.41899470444119,20.151965340306052,38.06029399999999,36.20057959420289,36.28999989423077,0,3
91,2014-01-15,ABT,39.599998,39.529999,39.25,39.619999,5279000.0,1.5,26.353332666666667,2.8355880030069613,7.24361890277754,10.41899470444119,20.151965340306052,38.06029399999999,36.20057959420289,36.28999989423077,0,6
92,2014-01-15,ABT,39.599998,39.529999,39.25,39.619999,5279000.0,1.5,26.353332666666667,2.8355880030069613,7.24361890277754,10.41899470444119,20.151965340306052,38.06029399999999,36.20057959420289,36.28999989423077,0,12
93,2014-01-15,ATVI,17.559998999999998,17.389999,17.219998999999998,17.610001,7357000.0,1.14,15.2543850877193,-4.187333333333329,-0.4009164032598278,14.785471947194708,52.543850877192966,17.553823529411762,16.948768108695646,16.164278841346153,0,3
94,2014-01-15,ATVI,17.559998999999998,17.389999,17.219998999999998,17.610001,7357000.0,1.14,15.2543850877193,-4.187333333333329,-0.4009164032598278,14.785471947194708,52.543850877192966,17.553823529411762,16.948768108695646,16.164278841346153,0,6
95,2014-01-15,ATVI,17.559998999999998,17.389999,17.219998999999998,17.610001,7357000.0,1.14,15.2543850877193,-4.187333333333329,-0.4009164032598278,14.785471947194708,52.543850877192966,17.553823529411762,16.948768108695646,16.164278841346153,0,12
96,2014-01-16,ABBV,50.099998,50.5,50.02,50.619999,4972300.0,1.11,45.49549549549549,-3.9558804124807674,3.0612244897959044,13.969755947421449,38.66008449533686,51.41588229411766,47.05870500719422,45.86374995673078,0,3
97,2014-01-16,ABBV,50.099998,50.5,50.02,50.619999,4972300.0,1.11,45.49549549549549,-3.9558804124807674,3.0612244897959044,13.969755947421449,38.66008449533686,51.41588229411766,47.05870500719422,45.86374995673078,0,6
98,2014-01-16,ABBV,50.099998,50.5,50.02,50.619999,4972300.0,1.11,45.49549549549549,-3.9558804124807674,3.0612244897959044,13.969755947421449,38.66008449533686,51.41588229411766,47.05870500719422,45.86374995673078,0,12
99,2014-01-16,ABT,39.529999,39.540001,39.41,39.689999,3716100.0,1.5,26.36000066666667,2.861607774755683,6.807133981631552,7.797167393675039,20.182366554263442,38.103529323529415,36.22460420863308,36.31913451442309,0,3
100,2014-01-16,ABT,39.529999,39.540001,39.41,39.689999,3716100.0,1.5,26.36000066666667,2.861607774755683,6.807133981631552,7.797167393675039,20.182366554263442,38.103529323529415,36.22460420863308,36.31913451442309,0,6
101,2014-01-16,ABT,39.529999,39.540001,39.41,39.689999,3716100.0,1.5,26.36000066666667,2.861607774755683,6.807133981631552,7.797167393675039,20.182366554263442,38.103529323529415,36.22460420863308,36.31913451442309,0,12
102,2014-01-16,ATVI,17.370001000000002,17.33,17.290001,17.52,8097800.0,1.14,15.201754385964911,-4.517906336088147,-1.5340909090909207,13.863337713534806,52.0175438596491,17.560588235294116,16.951510784172655,16.179999995192308,0,3
103,2014-01-16,ATVI,17.370001000000002,17.33,17.290001,17.52,8097800.0,1.14,15.201754385964911,-4.517906336088147,-1.5340909090909207,13.863337713534806,52.0175438596491,17.560588235294116,16.951510784172655,16.179999995192308,0,6
104,2014-01-16,ATVI,17.370001000000002,17.33,17.290001,17.52,8097800.0,1.14,15.201754385964911,-4.517906336088147,-1.5340909090909207,13.863337713534806,52.0175438596491,17.560588235294116,16.951510784172655,16.179999995192308,0,12
105,2014-01-17,ABBV,50.639999,50.060001,50.009998,50.66,8606800.0,1.11,45.09909999999999,-4.792698562468672,3.5795549936041766,14.711278980551784,37.45195977221085,51.469117617647065,47.08014283571428,45.917067264423075,0,3
106,2014-01-17,ABBV,50.639999,50.060001,50.009998,50.66,8606800.0,1.11,45.09909999999999,-4.792698562468672,3.5795549936041766,14.711278980551784,37.45195977221085,51.469117617647065,47.08014283571428,45.917067264423075,0,6
107,2014-01-17,ABBV,50.639999,50.060001,50.009998,50.66,8606800.0,1.11,45.09909999999999,-4.792698562468672,3.5795549936041766,14.711278980551784,37.45195977221085,51.469117617647065,47.08014283571428,45.917067264423075,0,12
108,2014-01-17,ABT,39.860001,39.400002,39.209999,39.860001,7216400.0,1.5,26.266668,2.4974064125235884,5.828638195004031,8.093280985095163,19.75683770475152,38.1352940882353,36.247285621428574,36.346586451923095,0,3
109,2014-01-17,ABT,39.860001,39.400002,39.209999,39.860001,7216400.0,1.5,26.266668,2.4974064125235884,5.828638195004031,8.093280985095163,19.75683770475152,38.1352940882353,36.247285621428574,36.346586451923095,0,6
110,2014-01-17,ABT,39.860001,39.400002,39.209999,39.860001,7216400.0,1.5,26.266668,2.4974064125235884,5.828638195004031,8.093280985095163,19.75683770475152,38.1352940882353,36.247285621428574,36.346586451923095,0,12
111,2014-01-17,ATVI,17.35,16.959999,16.76,17.469998999999998,15311900.0,1.14,14.877192105263159,-6.556479338842963,-2.584727168294094,10.201423001949307,48.77192105263157,17.55676467647059,16.95157141428571,16.192596144230773,0,3
112,2014-01-17,ATVI,17.35,16.959999,16.76,17.469998999999998,15311900.0,1.14,14.877192105263159,-6.556479338842963,-2.584727168294094,10.201423001949307,48.77192105263157,17.55676467647059,16.95157141428571,16.192596144230773,0,6
113,2014-01-17,ATVI,17.35,16.959999,16.76,17.469998999999998,15311900.0,1.14,14.877192105263159,-6.556479338842963,-2.584727168294094,10.201423001949307,48.77192105263157,17.55676467647059,16.95157141428571,16.192596144230773,0,12
114,2014-01-21,ABBV,50.259998,50.0,49.91,50.919998,5823000.0,1.11,45.04504504504504,-4.852519597574116,1.1736180159295058,10.963157768238846,35.53808987633749,51.514705823529404,47.21137678985506,45.99623184541061,0,3
115,2014-01-21,ABBV,50.259998,50.0,49.91,50.919998,5823000.0,1.11,45.04504504504504,-4.852519597574116,1.1736180159295058,10.963157768238846,35.53808987633749,51.514705823529404,47.21137678985506,45.99623184541061,0,6
116,2014-01-21,ABBV,50.259998,50.0,49.91,50.919998,5823000.0,1.11,45.04504504504504,-4.852519597574116,1.1736180159295058,10.963157768238846,35.53808987633749,51.514705823529404,47.21137678985506,45.99623184541061,0,12
117,2014-01-21,ABT,39.52,39.119999,38.860001,39.57,8229600.0,1.5,26.07999933333333,1.954652122873398,4.9356224499898795,6.477944666415625,18.545451515151527,38.16264702941177,36.30144917391304,36.38193228985508,0,3
118,2014-01-21,ABT,39.52,39.119999,38.860001,39.57,8229600.0,1.5,26.07999933333333,1.954652122873398,4.9356224499898795,6.477944666415625,18.545451515151527,38.16264702941177,36.30144917391304,36.38193228985508,0,6
119,2014-01-21,ABT,39.52,39.119999,38.860001,39.57,8229600.0,1.5,26.07999933333333,1.954652122873398,4.9356224499898795,6.477944666415625,18.545451515151527,38.16264702941177,36.30144917391304,36.38193228985508,0,12
120,2014-01-21,ATVI,17.02,16.790001,16.690001000000002,17.09,6330900.0,1.14,14.72807105263158,-5.780016835016839,-2.9479654883216995,-8.100706075533665,47.280710526315794,17.54441179411765,17.00760868840579,16.21275361835749,0,3
121,2014-01-21,ATVI,17.02,16.790001,16.690001000000002,17.09,6330900.0,1.14,14.72807105263158,-5.780016835016839,-2.9479654883216995,-8.100706075533665,47.280710526315794,17.54441179411765,17.00760868840579,16.21275361835749,0,6
122,2014-01-21,ATVI,17.02,16.790001,16.690001000000002,17.09,6330900.0,1.14,14.72807105263158,-5.780016835016839,-2.9479654883216995,-8.100706075533665,47.280710526315794,17.54441179411765,17.00760868840579,16.21275361835749,0,12
123,2014-01-22,ABBV,49.98,49.080002,48.619999,50.0,8181700.0,1.11,44.216218018018004,-7.413688263108398,-0.6879725086188699,8.921440103829553,33.04419444413648,51.535000029411755,47.25746375362318,46.03937194202898,0,3
