,date,symbol,open,close,low,high,volume,eps,pe,yield1,yield3,yield6,yield12,ma50,ma200,ma300,hi91,hi182,hi365,lo91,lo182,lo365
521057,2014-05-13,ABBV,52.450001,52.200001,51.919998,52.5,4145200.0,1.11,47.027027927927925,5.6038863038640585,1.4380140193939894,6.814000548680184,12.840473966298063,50.678888777777786,50.389561905109446,48.57836535096151,58.27,64.199997,70.760002,51.369999,51.369999,51.369999
521059,2014-05-13,ABT,39.380001,39.66,39.27,39.77,6265300.0,1.5,26.439999999999998,2.454148862158334,1.8751605445671515,4.533476661398964,4.892882705821663,38.43666686111111,38.215328416058405,37.13048069230768,43.27,44.630001,48.619999,38.84,38.84,38.84
521097,2014-05-13,ATVI,20.67,20.5,20.27,20.700001,5359700.0,1.14,17.98245614035088,4.1137580439939825,2.808420119938802,17.00913242009132,35.046113306982875,19.978055722222216,18.58970809489051,18.03375002403845,23.790001,24.18,25.15,19.870001000000002,17.73,17.73
521547,2014-05-14,ABBV,52.23,52.869999,52.080002,53.0,4878400.0,1.11,47.630629729729726,6.959334412300237,2.739992280217507,8.18498072815595,14.288805200553625,50.72083316666667,50.41562029927004,48.621201889423055,58.27,64.199997,70.760002,51.369999,51.369999,51.369999
521549,2014-05-14,ABT,39.860001000000004,39.93,39.77,40.119999,7183100.0,1.5,26.62,3.1516430677252174,2.568713074749553,5.245126653798792,5.606979486723645,38.47833352777778,38.234890459854036,37.1502403076923,43.27,44.630001,48.790001000000004,38.84,38.84,38.84
521587,2014-05-14,ATVI,20.41,20.280001000000002,20.219998999999998,20.48,3027500.0,1.14,17.789474561403512,2.9964447437051973,1.7051152605258153,15.753430365296822,33.596844532279334,19.97222241666666,18.611167956204383,18.05783656730768,23.790001,24.18,25.280001000000002,19.870001000000002,17.73,17.73
522037,2014-05-15,ABBV,52.959998999999996,52.689999,52.419998,53.07,6963800.0,1.11,47.468467567567565,6.595183087194016,2.3902060316790994,8.728848714998946,13.899700125365342,50.748610944444444,50.43210130434779,48.66144226923075,58.27,64.790001,70.760002,51.369999,51.369999,51.369999
522039,2014-05-15,ABT,39.259997999999996,39.240002000000004,39.049999,39.93,8821600.0,1.5,26.160001333333337,1.3691630423447094,0.7963061905985143,1.3691630423447094,3.782070780691086,38.501666861111104,38.24217387681162,37.167259543269225,43.27,44.77,48.84,38.84,38.84,38.84
522077,2014-05-15,ATVI,20.309998999999998,20.08,19.870001000000002,20.309998999999998,4856400.0,1.14,17.614035087719298,1.9806956840682517,0.7021012687010284,18.886922373411636,32.27931488801053,19.958055749999993,18.62181166666667,18.079471182692295,23.790001,24.18,25.66,19.870001000000002,17.73,17.73
522527,2014-05-16,ABBV,52.650002,52.93,52.41,52.970001,5826200.0,1.11,47.68468468468468,7.080720210398539,3.3991034068979076,10.385816258898515,13.730122180272403,50.788333166666675,50.45007179856112,48.70187496153844,58.27,64.790001,70.760002,51.369999,51.369999,51.369999
522529,2014-05-16,ABT,39.610001000000004,39.060001,38.84,39.790001000000004,11024400.0,1.5,26.040000666666668,0.9041643219882332,0.7740015879257953,2.3048742797276134,3.552491952479002,38.51555575,38.24805752517988,37.18259609134615,43.27,44.77,48.84,38.84,38.84,38.84
522567,2014-05-16,ATVI,20.120001000000002,20.35,19.969998999999998,20.4,4270000.0,1.14,17.85087719298246,3.351950058306244,3.404471544715463,18.313946609654266,30.700064226075796,19.951389083333325,18.634244676258998,18.10264425961537,23.790001,24.18,25.66,19.969998999999998,17.73,17.73
523017,2014-05-19,ABBV,52.84,54.110001000000004,52.709998999999996,54.209998999999996,6010500.0,1.11,48.747748648648646,9.712086374695872,6.411018934553354,11.774428837017155,19.08011045510807,50.852857,50.50116775912406,48.74581726923074,58.27,65.410004,70.760002,51.369999,51.369999,51.369999
523019,2014-05-19,ABT,39.619999,39.630001,39.419998,39.939999,6464500.0,1.5,26.420000666666667,3.122563101743438,1.6675243714725525,3.8794205043554086,4.952338715695916,38.55514302857143,38.28182481751827,37.201009562500005,43.27,44.77,49.150002,39.240002000000004,39.240002000000004,39.240002000000004
523057,2014-05-19,ATVI,20.309998999999998,20.780001000000002,20.280001000000002,20.99,7054200.0,1.14,18.22807105263158,6.182938170669388,5.535804695997726,19.356697300402075,33.11980140935299,19.95228591428571,18.6893431459854,18.129711572115372,23.790001,24.18,25.66,20.280001000000002,17.73,17.73
523507,2014-05-20,ABBV,53.860001000000004,53.540001000000004,53.310001,53.93,5021200.0,1.11,48.23423513513514,8.954013206227401,5.290074937662737,10.596986159884338,17.955501607303418,50.92749988888889,50.5383210437956,48.790192269230744,58.27,66.239998,70.760002,51.369999,51.369999,51.369999
523509,2014-05-20,ABT,39.830002,39.540001000000004,39.349998,39.830002,5438900.0,1.5,26.360000666666668,3.9705549295439226,1.4366367367881168,3.64350963861024,2.5414937100235306,38.58250019444445,38.303649649635055,37.214759567307695,43.27,44.77,49.360001000000004,39.240002000000004,39.240002000000004,39.240002000000004
523547,2014-05-20,ATVI,20.629998999999998,20.83,20.620001000000002,20.91,5046200.0,1.14,18.271929824561404,7.040087720456697,5.789735612507059,19.64388282596208,32.25396825396825,19.976666861111106,18.71963511678832,18.156682725961527,23.790001,24.18,25.77,20.32,17.73,17.73
523997,2014-05-21,ABBV,53.5,53.27,53.099998,53.84,4088000.0,1.11,47.99099099099099,4.717910452484972,4.759099498882975,10.039248089237773,17.36065471162493,50.97944427777779,50.56978090510947,48.83649035096152,58.27,66.239998,70.760002,51.369999,51.369999,51.369999
523999,2014-05-21,ABT,39.549999,39.560001,39.360001000000004,39.669998,4352500.0,1.5,26.373334,3.1013865806981187,1.48794510005132,3.6959342754424966,2.5933609285954162,38.61166694444445,38.32262776642339,37.22971149038462,43.27,44.77,49.43,39.240002000000004,39.240002000000004,39.240002000000004
524037,2014-05-21,ATVI,20.809998999999998,20.870001000000002,20.629998999999998,20.889999,5643000.0,1.14,18.307018421052636,7.9668960165546,5.992889487410395,19.873641585295815,32.507942857142865,19.98861130555555,18.750073072992702,18.183028884615375,23.790001,24.18,25.77,20.32,17.73,17.73
524487,2014-05-22,ABBV,53.290001000000004,53.630001,52.939999,54.34,4486400.0,1.11,48.31531621621621,5.425598691283625,5.737381590351305,10.34980083744037,18.15378317148675,51.02194436111112,50.591956413043455,48.88163457692304,58.27,66.239998,70.760002,51.369999,51.369999,51.369999
524489,2014-05-22,ABT,39.470001,39.650002,39.240002000000004,39.77,3800900.0,1.5,26.433334666666667,3.3359474416457573,1.019113375796195,4.150254793800883,2.826766005529933,38.64444475000001,38.332246420289884,37.244471105769236,43.27,44.77,49.43,39.240002000000004,39.240002000000004,39.240002000000004
524527,2014-05-22,ATVI,20.93,20.530001000000002,20.5,21.0,18897500.0,1.14,18.008772807017547,6.207972064149004,5.498468936200879,20.058485380116963,30.349212698412714,19.984166861111106,18.762971101449278,18.208750043269223,23.790001,24.18,25.77,20.32,17.73,17.73
524977,2014-05-23,ABBV,53.939999,53.950001,53.84,54.380001,3023500.0,1.11,48.6036045045045,6.054653156175618,6.326367507829417,11.813473575129535,18.858784288583053,51.03888883333334,50.616115007194225,48.925673038461504,58.27,67.360001,70.760002,51.369999,51.369999,51.369999
524979,2014-05-23,ABT,39.66,39.599998,39.509997999999996,39.73,3521800.0,1.5,26.399998666666665,3.205626875309548,0.5331277109197288,3.3402870563674156,2.6970875856564334,38.67277797222223,38.34136693525183,37.25802879326923,43.27,44.77,49.43,39.360001000000004,39.279999,39.279999
525017,2014-05-23,ATVI,20.610001,20.68,20.389999,20.700001,5982300.0,1.14,18.140350877192983,6.983962752198664,6.378595350895296,21.00643651258045,31.30158730158729,19.981389055555553,18.776762676258993,18.224230817307685,23.790001,24.18,25.77,20.32,17.73,17.73
525467,2014-05-27,ABBV,54.200001,53.990002000000004,53.779999,54.200001,3816300.0,1.11,48.63964144144144,5.4904298554122875,7.7859892194050815,11.572645413776542,24.515684397700994,51.01971425714286,50.716249933823505,48.98922701449273,58.27,68.209999,70.760002,51.369999,51.369999,51.369999
525469,2014-05-27,ABT,39.52,39.580002,39.360001000000004,39.650002,4711800.0,1.5,26.386668,2.6452307405282482,0.6356470564125516,3.7755716773878447,6.512384284176548,38.700571599999996,38.37860297794118,37.273574821256034,43.27,44.77,49.43,39.360001000000004,39.279999,39.279999
525507,2014-05-27,ATVI,20.700001,20.58,20.5,20.77,6048100.0,1.14,18.05263157894737,3.209623710650746,5.430327868852444,18.753606462781306,40.669856459330134,19.987143000000003,18.85154419117647,18.235603913043473,23.790001,24.18,25.77,20.32,17.73,17.73
525957,2014-05-28,ABBV,53.959998999999996,54.07,53.82,54.610001000000004,4108300.0,1.11,48.71171171171171,5.276477701003145,7.945697744060681,11.73796469803608,24.70018162591832,51.11828571428572,50.76066170588233,49.03072459903379,58.27,68.860001,70.760002,51.369999,51.369999,51.369999
525959,2014-05-28,ABT,39.669998,39.669998,39.549999,39.77,3681300.0,1.5,26.446665333333332,2.1369670442842335,0.8644698263681647,4.01153392793745,6.754569429494083,38.74342874285714,38.39000002941178,37.28826079710145,43.27,44.77,49.43,39.549999,39.279999,39.279999
525997,2014-05-28,ATVI,20.57,20.33,20.32,20.620001000000002,8307900.0,1.14,17.833333333333332,4.685890834191525,4.14959016393442,17.311021350259665,38.96103896103895,20.012857285714286,18.875514779411763,18.2469565700483,23.790001,24.18,25.879998999999998,20.32,17.73,17.73
526447,2014-05-29,ABBV,54.099998,54.029999,53.75,54.450001,2768600.0,1.11,48.67567477477477,5.198594135541384,4.729596821089359,8.12487075995854,24.607928399263628,51.25914288571429,50.7845254817518,49.07314005314006,58.27,68.860001,70.760002,51.369999,51.369999,51.369999
526449,2014-05-29,ABT,39.68,39.599998,39.549999,39.889998999999996,3225200.0,1.5,26.399998666666665,1.9567404737383924,-1.2961141898333466,5.319149219103679,6.566194833153929,38.800000142857144,38.398832131386875,37.30159412077295,43.27,44.77,49.43,39.549999,39.279999,39.279999
526487,2014-05-29,ATVI,20.57,20.75,20.43,20.809998999999998,10602400.0,1.14,18.201754385964914,6.848609680741504,5.276514727372643,21.203263948407454,41.831852358168135,20.04171442857143,18.88919715328467,18.259275405797098,23.790001,24.18,25.950001,20.360001,17.73,17.73
526937,2014-05-30,ABBV,53.98,54.330002,53.889998999999996,54.43,4025600.0,1.11,48.945947747747745,5.782712114822573,5.087042454796077,9.381929107385915,24.52441153966511,51.364857199999996,50.81021734057968,49.11666663285022,58.27,69.480003,70.760002,51.369999,51.369999,51.369999
526939,2014-05-30,ABT,39.610001000000004,40.009997999999996,39.57,40.130001,5898500.0,1.5,26.673332,3.0123532440782412,0.5528951859035942,7.093139531768202,8.722823606598467,38.86800005714286,38.410507246376824,37.31734290338164,43.27,44.77,49.43,39.57,39.279999,39.279999
526977,2014-05-30,ATVI,20.809998999999998,20.780001000000002,20.51,20.83,10297200.0,1.14,18.22807105263158,7.003094747682795,3.692614586196896,20.463773913043482,44.4058443363447,20.0685716,18.902898630434784,18.272318888888886,23.790001,24.18,25.950001,20.360001,17.73,17.73
527427,2014-06-02,ABBV,54.43,54.150002,53.91,54.950001,3635000.0,1.11,48.78378558558558,3.835090936334012,4.81998064266358,5.7410721683474435,23.06818636363637,51.709117852941176,50.89749997794116,49.16227051207727,58.27,69.5,70.760002,51.369999,51.369999,51.369999
527429,2014-06-02,ABT,40.02,39.799999,39.68,40.040001000000004,3364200.0,1.5,26.533332666666666,2.762713658662534,-0.05022852837770131,6.989241747601028,6.105041647829481,38.997058911764704,38.43610291176471,37.33352646859903,43.27,44.77,49.43,39.59,39.279999,39.279999
527467,2014-06-02,ATVI,20.82,20.620001000000002,20.52,20.82,3490900.0,1.14,18.0877201754386,-0.8653750416045511,1.6264168740060825,19.19076411507308,39.98642905634759,20.135294323529415,18.95441184558823,18.286280246376805,23.790001,24.18,25.950001,20.360001,17.73,17.73
527917,2014-06-03,ABBV,54.060001,54.369999,53.869999,54.470001,3078000.0,1.11,48.981981081081074,4.03750685179898,5.245836236933798,6.1706699115538015,23.793263833937345,51.785143028571426,50.944044080882335,49.20811591304346,58.27,69.5,70.760002,51.369999,51.369999,51.369999
527919,2014-06-03,ABT,39.68,39.82,39.68,39.98,3774900.0,1.5,26.546666666666667,2.1287457230702245,0.0,7.043007875187968,6.214984997866878,39.02057151428571,38.451249985294126,37.35149749275362,43.27,45.619999,49.43,39.59,39.279999,39.279999
527957,2014-06-03,ATVI,20.52,20.75,20.51,20.780001000000002,7689700.0,1.14,18.201754385964914,-0.19240499315031911,2.2671216231088493,19.942203464867262,42.61168384879724,20.152857342857146,18.976838308823524,18.3022222705314,23.790001,24.18,26.059998999999998,20.360001,17.73,17.73
528407,2014-06-04,ABBV,53.919998,54.580002,53.669998,54.639998999999996,3388200.0,1.11,49.17117297297297,4.2199790761882525,5.652346109175383,6.5807519347930565,24.27141276281479,52.006571599999994,50.98919116176469,49.256473410628004,58.27,69.5,70.760002,51.369999,51.369999,51.369999
528409,2014-06-04,ABT,39.799999,39.75,39.599998,39.799999,3664300.0,1.5,26.5,1.2223071046600467,-0.17579105976895448,6.8548358372355835,6.028268550105693,39.078000028571424,38.46374999264706,37.36995159903382,43.27,45.810001,49.43,39.59,39.279999,39.279999
528447,2014-06-04,ATVI,20.73,20.73,20.709999,20.85,4943000.0,1.14,18.18421052631579,0.2902757619738736,2.168550903472095,19.826596521768593,42.4742268041237,20.195428771428574,18.998970669117643,18.317777826086953,24.120001000000002,24.18,26.09,20.360001,17.73,17.73
528897,2014-06-05,ABBV,54.549999,55.299999,54.360001000000004,55.32,4847300.0,1.11,49.81981891891891,5.594806293580419,6.859901449275355,6.060606176843237,25.91075026915985,52.219142971428575,51.02065691240874,49.305942,58.27,69.860001,70.760002,51.369999,51.369999,51.369999
528899,2014-06-05,ABT,39.759997999999996,40.150002,39.599998,40.240002000000004,3824200.0,1.5,26.766668,2.240901451489677,1.1080408236726669,8.19186450574334,7.095225014925305,39.14028577142857,38.47605840145986,37.39038640096618,43.27,45.950001,49.43,39.59,39.279999,39.279999
528937,2014-06-05,ATVI,20.799999,20.709999,20.360001,20.809998999999998,4871500.0,1.14,18.166665789473686,0.1935123367198628,3.188834080717484,19.57274249422632,42.33676288659794,20.24228588571429,19.011459927007294,18.333285067632847,24.16,24.18,26.09,20.360001,17.73,17.73
529387,2014-06-06,ABBV,55.32,55.099998,54.889998999999996,55.400002,3449800.0,1.11,49.63963783783783,5.212906343572769,6.700230571267056,4.613632223794653,26.405134205092892,52.418571514285716,51.05021735507244,49.35613523188405,58.27,70.16999799999999,70.760002,51.369999,51.369999,51.369999
529389,2014-06-06,ABT,40.07,40.049999,39.959998999999996,40.25,3536400.0,1.5,26.699999333333334,1.9862464985994137,0.9833560262229071,9.486049235317154,8.742864037856961,39.187999999999995,38.487463768115944,37.41048301932367,43.27,45.950001,49.43,39.59,39.279999,39.279999
529427,2014-06-06,ATVI,20.940001000000002,20.92,20.74,21.0,6182900.0,1.14,18.35087719298246,1.2094823415578162,1.5533980582524265,22.986478542034106,47.32394366197187,20.284285857142862,19.025289927536228,18.351111154589372,24.16,24.18,26.09,20.74,17.73,17.73
529877,2014-06-09,ABBV,54.419998,53.84,53.720001,54.880001,6297500.0,1.11,48.5045045045045,2.182579278469916,3.5782993459022805,0.8806464470797692,24.600789738504744,52.569714399999995,51.12860291176468,49.39864730434782,58.27,70.760002,70.760002,51.369999,51.369999,51.369999
529879,2014-06-09,ABT,39.939999,40.130001,39.919998,40.209998999999996,3444900.0,1.5,26.753334,2.268091117834274,1.569230653972724,9.854919514232677,9.019287991869376,39.22228574285714,38.504191198529426,37.43091779710145,43.27,46.099998,49.43,39.59,39.279999,39.279999
529917,2014-06-09,ATVI,20.969998999999998,21.290001,20.9,21.35,11098700.0,1.14,18.67543947368421,6.02590139442232,0.2826236457842697,27.18041218637994,46.22253434065934,20.330000142857145,19.08213243382352,18.370966231884054,24.16,24.18,26.09,20.9,17.73,17.73
530367,2014-06-10,ABBV,53.139998999999996,53.970001,52.290001000000004,54.080002,8414700.0,1.11,48.62162252252252,1.964861137351221,3.82839746056176,1.1242308623614576,25.48245410288095,52.608611249999996,51.168308801470566,49.44231880676327,58.27,70.760002,70.760002,51.369999,51.369999,51.369999
530369,2014-06-10,ABT,40.029999,40.529999,40.029999,40.560001,5057600.0,1.5,27.01999933333333,3.763435643537221,2.5816275667743582,10.949904488089373,9.867172942997371,39.25861111111111,38.52227942647059,37.453091710144925,43.27,46.099998,49.43,39.59,39.279999,39.279999
530407,2014-06-10,ATVI,21.25,21.450001,21.200001,21.48,8125200.0,1.14,18.815790350877194,5.405410319410308,1.0362741403673965,28.13620669056155,45.6211880515954,20.36111127777778,19.11227949999999,18.39024160386473,24.16,24.18,26.09,21.200001,17.73,17.73
530857,2014-06-11,ABBV,53.849998,54.23,53.75,54.700001,5386800.0,1.11,48.85585585585585,0.22176861538034132,4.328587918430159,1.6113940717892774,26.08696238488548,52.74194458333332,51.207205867647026,49.488937154589365,58.27,70.760002,70.760002,51.369999,51.369999,51.369999
530859,2014-06-11,ABT,40.240002000000004,40.0,39.93,40.490002000000004,5940000.0,1.5,26.666666666666668,0.933633587342058,1.240197481154027,9.499044880893663,8.430471901070007,39.294444472222224,38.535147073529416,37.474299434782615,43.27,46.099998,49.43,39.59,39.279999,39.279999
530897,2014-06-11,ATVI,21.34,21.48,21.299999,21.57,7430100.0,1.14,18.842105263157897,3.3686187021838805,1.1775788977861623,28.315412186379945,45.82484725050918,20.410833472222222,19.143676566176463,18.409758507246377,24.18,24.18,26.09,21.25,17.73,17.73
531347,2014-06-12,ABBV,54.220001,53.66,53.459998999999996,54.25,3941600.0,1.11,48.342342342342334,-0.8316410860905563,1.0546177421701515,0.05593697453033997,24.76168913097834,52.84333352777777,51.22510947445252,49.539420251207716,58.27,70.760002,70.760002,51.369999,51.369999,51.369999
531349,2014-06-12,ABT,39.98,39.810001,39.66,40.040001000000004,6510800.0,1.5,26.540000666666668,0.45420135114304117,0.20136169141706262,8.740780968566469,7.915429870301722,39.32805566666668,38.544452576642335,37.49739123188406,43.27,46.099998,49.43,39.59,39.279999,39.279999
531387,2014-06-12,ATVI,21.5,21.32,21.280001000000002,21.610001,10527200.0,1.14,18.701754385964914,2.598647613154583,1.0426540284360186,24.97069900179949,44.738628649015624,20.45027791666667,19.159562138686123,18.429516961352654,24.18,24.18,26.09,21.25,17.73,17.73
531837,2014-06-13,ABBV,53.669998,54.16,53.439999,54.310001,4413000.0,1.11,48.79279279279279,0.09240251169093483,1.9770268880243265,-0.2945508100147407,24.391361405802428,52.95500022222222,51.24637679710142,49.59333329468597,58.77,70.760002,70.760002,51.369999,51.369999,51.369999
531839,2014-06-13,ABT,39.77,39.790001000000004,39.66,39.849998,3966300.0,1.5,26.526667333333336,0.40373453434938256,0.8618504217528482,4.380907774945129,6.078387420868452,39.36111130555556,38.55347828985508,37.520676256038655,43.27,46.099998,49.43,39.59,39.279999,39.279999
531877,2014-06-13,ATVI,21.360001,21.41,21.25,21.51,3488300.0,1.14,18.780701754385966,3.031756350733559,1.7585502966468454,24.62165308498254,46.74434544208361,20.49972238888889,19.175869659420282,18.44937203864734,24.18,24.18,26.09,21.25,17.73,17.73
532327,2014-06-16,ABBV,54.18,54.0,53.450001,54.310001,4410400.0,1.11,48.648648648648646,0.6899104849914011,5.140184868765857,2.7006427272482796,26.7010822782985,53.19771454285714,51.328970588235265,49.64468595652171,58.77,70.760002,70.760002,51.369999,51.369999,51.369999
532329,2014-06-16,ABT,39.830002,39.900002,39.59,40.369999,5499800.0,1.5,26.600001333333335,0.6305169921555063,3.825141816289374,3.798134854269904,12.141651931329307,39.44114314285715,38.571617676470595,37.54492746859904,43.27,46.099998,49.43,39.59,39.279999,39.279999
532367,2014-06-16,ATVI,21.43,21.43,21.290001,21.549999,4063600.0,1.14,18.79824561403509,4.383823459141567,4.587603709126412,18.071625344352626,58.15498154981549,20.58257162857143,19.236029507352928,18.47178749275362,24.18,24.18,26.09,21.290001,17.73,17.73
532817,2014-06-17,ABBV,54.490002000000004,54.299999,53.849998,54.540001000000004,3385000.0,1.11,48.91891801801801,0.648745122358747,5.724295059885208,3.27119995164702,29.625209587615444,53.22833355555556,51.35065692700727,49.69942024637679,58.77,70.760002,70.760002,51.369999,51.369999,51.369999
532819,2014-06-17,ABT,39.799999,39.860001000000004,39.639998999999996,39.98,4593200.0,1.5,26.573334000000003,0.6565732654835159,3.7210538641686384,3.694073977473323,13.983413955292704,39.45277808333334,38.58102193430658,37.569806705314015,43.27,46.099998,49.43,39.639998999999996,39.279999,39.279999
532857,2014-06-17,ATVI,21.49,21.809998999999998,21.42,21.85,6833800.0,1.14,19.13157807017544,5.464211798839443,6.442162030258672,20.16528374655647,61.67530763528538,20.616666833333333,19.254817605839406,18.49623193236715,24.18,24.18,26.09,21.42,17.73,17.73
533307,2014-06-18,ABBV,54.27,54.57,54.0,54.610001000000004,3337300.0,1.11,49.16216216216216,1.0742692693361988,6.249997931269505,3.7847050671470157,30.26975722773352,53.33111136111111,51.39532845255472,49.75864729468597,60.02,70.760002,70.760002,51.369999,51.369999,51.369999
533309,2014-06-18,ABT,39.84,40.369999,39.740002000000004,40.41,5223200.0,1.5,26.913332666666665,1.9959498738782315,5.048136872235247,5.020811785140779,15.441801102607911,39.5083336388889,38.5969343430657,37.597487864734305,43.57,46.099998,50.16,39.740002000000004,39.279999,39.279999
533347,2014-06-18,ATVI,21.85,21.82,21.629998999999998,21.98,5249700.0,1.14,19.140350877192983,6.02526724975705,6.490971205466096,20.220385674931137,61.749444032616765,20.6858335,19.288467248175174,18.521545942028986,24.18,24.18,26.09,21.41,17.73,17.73
533797,2014-06-19,ABBV,54.139998999999996,54.189999,53.919998,54.810001,3952800.0,1.11,48.81981891891891,0.3704333998728089,4.836525533691741,3.495030490927604,29.362617077169205,53.409444694444446,51.41557968840577,49.81309174396134,60.02,70.760002,70.760002,51.369999,51.369999,51.369999
533799,2014-06-19,ABT,40.509997999999996,41.0,40.389998999999996,41.02,6380800.0,1.5,27.333333333333332,3.5876653063332355,6.7708277723527175,7.357949917725847,17.243348091411264,39.576666944444455,38.614347862318844,37.62806758454107,43.869999,46.099998,50.16,40.209998999999996,39.279999,39.279999
533837,2014-06-19,ATVI,21.889999,22.030001000000002,21.66,22.08,5458100.0,1.14,19.32456228070176,7.045680272108854,6.99369111219039,21.24381397908641,63.306160118606385,20.750833500000002,19.3083334347826,18.546811652173915,24.18,24.18,26.09,21.32,17.73,17.73
534287,2014-06-20,ABBV,55.619999,53.299999,53.16,55.619999,13457700.0,1.11,48.01801711711711,-1.2780199563615469,3.495143689320372,0.5850103572368113,25.02931679499609,53.4433335,51.42913666187048,49.86077289855071,60.02,70.760002,70.760002,51.369999,51.369999,51.369999
534289,2014-06-20,ABT,41.209998999999996,40.849998,40.810001,41.299999,12626700.0,1.5,27.233332,3.2086809899605413,5.938788746400704,6.51890516395855,16.34860961695783,39.635277944444454,38.63043167625899,37.65710139130436,44.200001,46.450001,50.16,40.209998999999996,39.279999,39.279999
534327,2014-06-20,ATVI,22.129998999999998,22.01,21.940001000000002,22.219998999999998,9030300.0,1.14,19.30701754385965,6.9484936831875785,6.89655172413795,21.736725663716825,59.72423802612482,20.806389055555556,19.32776988489208,18.57236721256039,24.18,24.18,26.09,21.32,17.73,17.73
534777,2014-06-23,ABBV,53.759997999999996,53.75,53.540001000000004,54.400002,6235600.0,1.11,48.42342342342342,-0.518228771390497,4.571980366849004,1.3959668513852819,30.0193517174649,53.569143,51.49175181021895,49.910531347826065,60.02,70.760002,70.760002,51.369999,51.369999,51.369999
534779,2014-06-23,ABT,40.970001,40.73,40.669998,41.119999,4922700.0,1.5,27.153333333333332,2.8535405481586054,5.764741924941163,6.0400937255922855,16.771785643010716,39.72485734285715,38.66613142335766,37.68710139130435,44.200001,46.5,50.470001,40.209998999999996,39.279999,39.279999
534817,2014-06-23,ATVI,22.110001,22.1,21.780001000000002,22.15,8967100.0,1.14,19.385964912280706,6.506024096385545,8.121325434377425,24.15731034591633,54.978962131837335,20.89200017142857,19.39386870802919,18.599130502415463,24.18,24.18,26.09,21.32,17.73,17.73
535267,2014-06-24,ABBV,53.740002000000004,53.59,53.43,53.950001,5483500.0,1.11,48.27927927927928,-1.362050382401975,4.260696332268623,1.0941369965718621,28.79115287692494,53.569722361111104,51.51970802919705,49.96347820289852,60.02,70.760002,70.760002,51.369999,51.369999,51.369999
535269,2014-06-24,ABT,40.610001000000004,40.450001,40.43,40.91,4398200.0,1.5,26.966667333333334,1.0997326218311798,5.037660609590276,5.311119500130189,15.472458334926031,39.745000222222224,38.69189786861315,37.71821251690821,44.200001,46.5,50.470001,40.209998999999996,39.279999,39.279999
535307,2014-06-24,ATVI,22.0,21.9,21.860001,22.209999,5361700.0,1.14,19.210526315789473,5.38979281088578,7.142851901034632,23.03371477717498,53.361344537815114,20.920000166666668,19.431240963503644,18.626666729468607,24.18,24.18,26.09,21.209999,17.73,17.73
535757,2014-06-25,ABBV,53.52,55.0,53.400002,55.790001000000004,11085100.0,1.11,49.549549549549546,1.5697100066589087,7.003886887008278,3.7540125921151883,32.17976130305789,53.67083344444444,51.546350379562014,50.02357481642509,60.02,70.760002,70.760002,51.369999,51.369999,51.369999
535759,2014-06-25,ABT,40.630001,40.700001,40.439999,40.98,4394100.0,1.5,27.133334,2.2613116146058303,5.686842673946657,5.961991668836248,16.186132349018905,39.79666691666667,38.71503656934307,37.75178740096619,44.200001,46.5,50.470001,40.209998999999996,39.279999,39.279999
535797,2014-06-25,ATVI,21.85,22.040001,21.75,22.1,4619600.0,1.14,19.333334210526317,6.8865176097711895,7.827788266742246,23.82023729327176,54.34174369747899,20.99277797222222,19.466569430656932,18.65396142512078,24.18,24.18,26.09,21.059998999999998,17.73,17.73
536247,2014-06-26,ABBV,55.07,56.509997999999996,54.970001,56.540001000000004,10716400.0,1.11,50.9099081081081,4.3582565333977215,8.464491687696409,7.006243003100863,35.808691761386854,53.826388944444446,51.582318840579674,50.09067626086953,60.02,70.760002,70.760002,51.369999,51.369999,51.369999
536249,2014-06-26,ABT,40.740002000000004,40.619999,40.419998,40.779999,5691700.0,1.5,27.079999333333333,2.060301559304051,5.588765126364308,5.974424420849232,15.957750955117092,39.8533335,38.72884064492754,37.78507242028986,44.200001,46.5,50.470001,40.209998999999996,39.279999,39.279999
536287,2014-06-26,ATVI,21.98,21.799999,21.74,22.07,7037400.0,1.14,19.122806140350878,5.72258944119352,5.364900659018801,22.265838474481228,52.66105742296918,21.061944638888882,19.483478340579705,18.67835755555556,24.18,24.18,26.09,20.950001,17.73,17.73
536737,2014-06-27,ABBV,56.580002,56.790001000000004,56.279999,56.900002,7490800.0,1.11,51.16216306306306,4.87534423359763,6.467943382077237,9.253560984994238,34.54158338170063,53.93750005555556,51.61978417985608,50.159178676328466,60.02,70.760002,70.760002,51.369999,51.369999,51.369999
536739,2014-06-27,ABT,40.509997999999996,40.540001000000004,40.209998999999996,40.689999,8432800.0,1.5,27.026667333333336,1.8593015542538183,5.080349658872493,6.042377713837311,16.29374594682311,39.904722444444445,38.74187057553957,37.81990333333333,44.200001,46.5,50.470001,40.209998999999996,39.279999,39.279999
536777,2014-06-27,ATVI,21.959999,21.92,21.92,22.4,27029000.0,1.14,19.2280701754386,6.304553525482362,5.486039197014463,21.30603209739901,53.07262569832403,21.087222416666663,19.50100727338129,18.70541069565218,24.18,24.18,26.09,20.940001000000002,17.73,17.73
537227,2014-06-30,ABBV,56.509997999999996,56.439999,56.099998,56.889998999999996,6229700.0,1.11,50.846845945945944,2.0614828582546636,11.497432072252707,12.006350704630904,32.11609943548456,54.10800002857143,51.646496379562016,50.18937492788458,60.02,70.760002,70.760002,51.369999,51.369999,51.369999
