,date,symbol,open,close,low,high,volume,eps,pe,yield1,yield3,yield6,yield12,ma50,ma200,ma300,rec,term,gain,symid
0,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,1,3,0.05,1
1,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,1,6,0.05,1
2,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,1,12,0.05,1
3,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,0,3,0.1,1
4,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,0,6,0.1,1
5,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,1,12,0.1,1
6,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,0,3,0.15,1
7,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,0,6,0.15,1
8,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,1,12,0.15,1
9,2013-12-31,ABT,38.380001,38.330002,38.220001,38.57,4594200.0,1.64,23.37195243902439,2.1316360813119246,14.417916417910464,8.246263767297378,14.967012597480506,37.747999885714286,35.961510669064744,36.055454425837326,0,3,0.2,1
